Incident ID,Date,State,City,Attack,Severity,Sector,Financial Loss,Affected Users,Source,Status
CR08035,17-09-2025,Goa,Margao,Online Fraud,High,E-commerce,4376254,12820,CERT-In,Resolved
CR08036,28-08-2025,Bihar,Gaya,Identity Theft,Low,Banking,3944294,5646,Organization,Investigating
CR08037,18-08-2024,Arunachal Pradesh,Naharlagun,Phishing,Low,Government,4615695,4758,News,Open
CR08038,22-11-2024,Jammu and Kashmir,Jammu,Identity Theft,Medium,Banking,2882240,45440,Organization,Investigating
CR08039,06-07-2025,Mizoram,Aizawl,Data Breach,Medium,E-commerce,3180386,13312,News,Open
CR08040,06-09-2025,Gujarat,Surat,Phishing,Low,Healthcare,2415432,16276,Organization,Open
CR08041,27-05-2025,Assam,Dibrugarh,Data Breach,Critical,Education,4420483,37614,User Report,Investigating
CR08042,15-05-2025,Telangana,Hyderabad,Ransomware,Medium,IT,2964497,9990,News,Open
CR08043,07-08-2025,Odisha,Cuttack,Ransomware,Low,E-commerce,4408974,15514,User Report,Investigating
CR08044,11-03-2024,Madhya Pradesh,Bhopal,Identity Theft,Low,Education,1609680,40961,CERT-In,Open
CR08045,28-03-2024,Uttarakhand,Dehradun,Online Fraud,Critical,Government,1058311,3180,News,Resolved
CR08046,24-10-2024,Lakshadweep,Kavaratti,Malware,High,Corporate,1274764,30950,User Report,Investigating
CR08047,11-08-2025,Chandigarh,Chandigarh,DDoS,High,Healthcare,1340963,23585,CERT-In,Investigating
CR08048,05-07-2025,Andhra Pradesh,Visakhapatnam,Ransomware,Critical,Education,2404913,26545,User Report,Open
CR08049,21-08-2025,Tripura,Agartala,DDoS,Low,Education,2883204,43918,Organization,Open
CR08050,31-05-2024,Assam,Silchar,Malware,Critical,Government,1909641,17615,Organization,Resolved
CR08051,26-10-2025,Goa,Panaji,Data Breach,High,Government,3591171,45015,User Report,Investigating
CR08052,06-05-2026,Rajasthan,Jodhpur,Data Breach,Medium,Corporate,1377037,23739,User Report,Open
CR08053,06-12-2025,Tripura,Agartala,Ransomware,High,Government,4457655,15826,News,Investigating
CR08054,08-05-2025,Maharashtra,Nashik,Ransomware,High,IT,4805490,41713,Organization,Investigating
CR08055,31-03-2025,Manipur,Imphal,Malware,Critical,IT,3286267,14894,Organization,Open
CR08056,20-10-2025,Arunachal Pradesh,Itanagar,Phishing,Low,IT,4883244,43624,News,Investigating
CR08057,26-04-2026,Assam,Dibrugarh,Malware,High,Personal,415250,29418,News,Open
CR08058,27-04-2025,Goa,Margao,Phishing,Medium,Education,1494563,18140,CERT-In,Resolved
CR08059,21-11-2024,Arunachal Pradesh,Naharlagun,Ransomware,Medium,Government,528036,18140,User Report,Open
CR08060,17-09-2024,Mizoram,Aizawl,Online Fraud,High,Banking,1983944,41261,Organization,Open
CR08061,12-06-2026,Himachal Pradesh,Dharamshala,Phishing,High,Banking,4758041,48069,Organization,Open
CR08062,15-12-2024,Tripura,Agartala,Data Breach,High,Education,4763341,32129,News,Investigating
CR08063,16-01-2024,Nagaland,Kohima,DDoS,High,E-commerce,510135,44553,CERT-In,Open
CR08064,21-04-2025,Lakshadweep,Kavaratti,Identity Theft,Low,Personal,2757954,19318,Organization,Investigating
CR08065,26-03-2024,Rajasthan,Jodhpur,Phishing,Low,IT,1152433,49098,User Report,Resolved
CR08066,27-01-2025,Telangana,Hyderabad,Data Breach,High,Banking,4333450,6337,News,Resolved
CR08067,17-11-2025,Meghalaya,Shillong,Ransomware,High,E-commerce,3010802,29168,News,Resolved
CR08068,07-04-2024,Odisha,Bhubaneswar,Malware,Critical,Banking,2628863,11461,CERT-In,Resolved
CR08069,12-11-2025,Tripura,Agartala,Data Breach,Low,Personal,3433254,35876,User Report,Investigating
CR08070,10-04-2024,Uttarakhand,Dehradun,Phishing,High,Banking,3284795,41158,News,Open
CR08071,17-04-2025,Maharashtra,Pune,Phishing,Low,Government,110224,22556,News,Resolved
CR08072,22-01-2025,Gujarat,Ahmedabad,Identity Theft,High,Personal,228300,22372,CERT-In,Resolved
CR08073,14-10-2025,Andaman and Nicobar Islands,Port Blair,Identity Theft,Critical,Personal,8915,32208,Organization,Investigating
CR08074,08-04-2024,Maharashtra,Nashik,Data Breach,Medium,Banking,1249949,24128,Organization,Investigating
CR08075,16-10-2025,Tripura,Agartala,DDoS,Critical,E-commerce,2592885,9997,User Report,Investigating
CR08076,24-02-2025,Maharashtra,Pune,Ransomware,High,Personal,4551108,43809,CERT-In,Resolved
CR08077,29-07-2024,Chhattisgarh,Bilaspur,Malware,High,E-commerce,452322,23803,User Report,Investigating
CR08078,28-02-2024,Kerala,Kochi,Identity Theft,Low,Personal,110242,33852,User Report,Investigating
CR08079,10-03-2026,West Bengal,Durgapur,DDoS,Low,Banking,150303,33264,News,Investigating
CR08080,17-04-2024,Telangana,Hyderabad,Online Fraud,Medium,E-commerce,3655938,22813,Organization,Investigating
CR08081,09-01-2025,Arunachal Pradesh,Itanagar,Ransomware,Medium,Banking,1660837,25748,News,Open
CR08082,29-05-2025,Bihar,Patna,Malware,High,Banking,400529,1941,User Report,Resolved
CR08083,19-04-2024,Uttarakhand,Haridwar,Ransomware,Critical,Government,3800601,39202,User Report,Open
CR08084,30-09-2024,Chandigarh,Chandigarh,Ransomware,Low,Healthcare,849131,40074,CERT-In,Resolved
CR08085,27-03-2025,Meghalaya,Shillong,DDoS,High,E-commerce,4231575,40856,Organization,Investigating
CR08086,05-11-2025,Gujarat,Surat,Data Breach,Medium,Government,300825,35799,CERT-In,Resolved
CR08087,05-02-2024,Lakshadweep,Kavaratti,Ransomware,Medium,Education,1507817,40123,CERT-In,Resolved
CR08088,18-04-2026,Lakshadweep,Kavaratti,Identity Theft,Low,IT,1659076,1079,News,Open
CR08089,16-06-2025,Haryana,Gurugram,Ransomware,Critical,Education,1690681,43023,User Report,Open
CR08090,19-08-2024,Madhya Pradesh,Indore,Malware,Low,IT,3647768,6098,Organization,Resolved
CR08091,04-09-2024,Manipur,Imphal,DDoS,Medium,E-commerce,1265798,10275,Organization,Resolved
CR08092,15-08-2025,Maharashtra,Nagpur,Data Breach,Low,E-commerce,425329,10743,CERT-In,Resolved
CR08093,15-01-2025,Nagaland,Dimapur,DDoS,High,Healthcare,3739996,36023,Organization,Resolved
CR08094,27-01-2026,Jharkhand,Ranchi,Ransomware,High,Education,62657,37075,CERT-In,Investigating
CR08095,24-03-2025,Telangana,Hyderabad,Ransomware,Medium,Healthcare,3646170,1638,News,Investigating
CR08096,20-09-2025,Tamil Nadu,Chennai,Data Breach,High,IT,1615786,38786,News,Investigating
CR08097,07-03-2026,Jammu and Kashmir,Jammu,Identity Theft,High,Healthcare,1765267,5396,Organization,Open
CR08098,17-07-2024,Mizoram,Aizawl,Phishing,High,Corporate,1387518,20339,CERT-In,Resolved
CR08099,19-11-2024,Karnataka,Mangaluru,Data Breach,Critical,Banking,775194,6538,Organization,Investigating
CR08100,12-07-2024,Arunachal Pradesh,Itanagar,Ransomware,Critical,Education,789864,37224,Organization,Investigating
CR08101,13-04-2025,Kerala,Kozhikode,Ransomware,Medium,Healthcare,4304450,24499,News,Resolved
CR08102,26-06-2026,Sikkim,Gangtok,Ransomware,Medium,Corporate,2245385,46966,User Report,Resolved
CR08103,22-06-2026,Haryana,Gurugram,Online Fraud,Low,E-commerce,3656031,23910,User Report,Investigating
CR08104,19-04-2024,Uttar Pradesh,Noida,Ransomware,Medium,Personal,3659722,25848,Organization,Resolved
CR08105,20-03-2025,Goa,Panaji,Phishing,High,Education,2792029,35496,CERT-In,Resolved
CR08106,19-08-2025,Manipur,Imphal,Identity Theft,Medium,Education,2229254,32971,User Report,Investigating
CR08107,24-12-2024,Puducherry,Puducherry,Data Breach,Low,Healthcare,955893,4255,CERT-In,Resolved
CR08108,21-02-2025,Chhattisgarh,Raipur,Malware,High,Banking,3171887,40179,User Report,Open
CR08109,04-09-2024,Himachal Pradesh,Dharamshala,Ransomware,Medium,E-commerce,2924778,45937,CERT-In,Open
CR08110,06-04-2025,Sikkim,Gangtok,Ransomware,High,Banking,399161,21938,CERT-In,Open
CR08111,13-05-2026,West Bengal,Kolkata,DDoS,Low,E-commerce,2298648,3692,News,Investigating
CR08112,07-11-2025,Nagaland,Dimapur,Malware,Critical,Corporate,3752961,30546,CERT-In,Open
CR08113,20-01-2026,Gujarat,Rajkot,Identity Theft,Medium,Corporate,1142663,17130,News,Investigating
CR08114,20-12-2024,Chandigarh,Chandigarh,Data Breach,Critical,Government,2454241,38000,CERT-In,Resolved
CR08115,21-10-2025,Haryana,Gurugram,Data Breach,Low,Personal,3955761,4385,Organization,Investigating
CR08116,18-07-2026,Tamil Nadu,Coimbatore,Malware,Critical,Personal,2367381,34096,User Report,Open
CR08117,12-11-2024,Goa,Panaji,Ransomware,Low,Corporate,4898921,36471,Organization,Open
CR08118,04-03-2025,Delhi,New Delhi,Online Fraud,Medium,Personal,4249264,44057,CERT-In,Resolved
CR08119,17-02-2024,Uttarakhand,Dehradun,Online Fraud,Low,Education,2060281,37850,User Report,Open
CR08120,22-09-2025,Chandigarh,Chandigarh,DDoS,Low,Personal,2506034,23155,CERT-In,Investigating
CR08121,24-02-2025,Delhi,New Delhi,DDoS,Medium,Healthcare,419978,5606,Organization,Resolved
CR08122,19-12-2025,Andhra Pradesh,Vijayawada,Phishing,Low,Personal,3526437,19250,Organization,Open
CR08123,04-09-2025,Manipur,Imphal,Ransomware,Critical,Healthcare,890466,27550,CERT-In,Open
CR08124,24-04-2026,Rajasthan,Jaipur,DDoS,High,IT,115954,9388,News,Investigating
CR08125,15-03-2026,Andaman and Nicobar Islands,Port Blair,Online Fraud,Low,Education,3559014,41055,Organization,Open
CR08126,19-04-2025,Dadra and Nagar Haveli and Daman and Diu,Silvassa,DDoS,Critical,Healthcare,4295786,28312,Organization,Open
CR08127,13-12-2025,Telangana,Hyderabad,DDoS,Critical,Healthcare,326413,11019,Organization,Investigating
CR08128,18-07-2025,Assam,Silchar,Online Fraud,Medium,E-commerce,3719867,14949,News,Resolved
CR08129,29-07-2024,Lakshadweep,Kavaratti,Ransomware,Critical,IT,4829418,14023,Organization,Open
CR08130,27-01-2026,Manipur,Imphal,Ransomware,Medium,Corporate,875423,33269,News,Resolved
CR08131,14-12-2024,Manipur,Imphal,Identity Theft,High,E-commerce,4804620,18288,Organization,Open
CR08132,21-04-2024,Chandigarh,Chandigarh,Phishing,Critical,IT,3213307,11094,CERT-In,Open
CR08133,24-08-2025,Assam,Guwahati,Data Breach,High,E-commerce,1670435,21554,Organization,Open
CR08134,05-02-2025,Odisha,Cuttack,Data Breach,Low,Personal,4892141,13677,Organization,Resolved
CR08135,14-08-2025,Ladakh,Leh,DDoS,High,Corporate,4569269,41325,User Report,Resolved
CR08136,02-02-2026,Chhattisgarh,Bilaspur,Ransomware,Critical,Corporate,3130992,45279,Organization,Investigating
CR08137,05-12-2024,Karnataka,Mangaluru,Identity Theft,Critical,Personal,172483,21470,Organization,Resolved
CR08138,26-11-2025,Karnataka,Bengaluru,Ransomware,Medium,Government,997638,2948,Organization,Open
CR08139,09-03-2026,Kerala,Kozhikode,DDoS,Low,Corporate,3454611,28959,CERT-In,Open
CR08140,11-08-2024,Bihar,Muzaffarpur,Identity Theft,High,Healthcare,2679291,12031,CERT-In,Open
CR08141,07-12-2024,Odisha,Cuttack,Phishing,Medium,Corporate,336247,18965,CERT-In,Resolved
CR08142,22-03-2024,Maharashtra,Mumbai,Identity Theft,High,Government,4831224,29289,User Report,Open
CR08143,26-06-2026,Punjab,Chandigarh,Malware,Medium,Government,3159291,36680,CERT-In,Resolved
CR08144,26-01-2024,Assam,Guwahati,Online Fraud,Low,E-commerce,4361484,28875,News,Open
CR08145,08-01-2025,Goa,Margao,Ransomware,Low,Government,747244,30964,Organization,Resolved
CR08146,06-03-2024,Jammu and Kashmir,Jammu,DDoS,Critical,Banking,2861424,17611,Organization,Investigating
CR08147,06-05-2024,Assam,Guwahati,Ransomware,Critical,E-commerce,3612793,37505,CERT-In,Resolved
CR08148,05-09-2025,Odisha,Bhubaneswar,Identity Theft,Medium,IT,3297799,23969,Organization,Resolved
CR08149,19-01-2024,Punjab,Chandigarh,Online Fraud,Critical,Personal,4466361,33709,CERT-In,Resolved
CR08150,13-01-2026,Assam,Silchar,Online Fraud,Low,E-commerce,3817286,48046,CERT-In,Open
CR08151,04-02-2026,Lakshadweep,Kavaratti,Ransomware,Low,IT,1272603,37829,CERT-In,Open
CR08152,24-05-2024,Sikkim,Gangtok,Data Breach,Critical,Banking,1122784,21885,Organization,Open
CR08153,18-07-2025,Arunachal Pradesh,Itanagar,Malware,Critical,IT,2726138,15321,CERT-In,Investigating
CR08154,26-05-2024,Tamil Nadu,Chennai,DDoS,Medium,Personal,2310497,34412,News,Resolved
CR08155,08-12-2024,Andhra Pradesh,Visakhapatnam,Identity Theft,High,IT,1704488,1396,News,Resolved
CR08156,06-07-2025,Punjab,Amritsar,Identity Theft,High,E-commerce,2430275,38206,CERT-In,Investigating
CR08157,07-12-2025,Assam,Guwahati,Identity Theft,Medium,Corporate,828202,2228,Organization,Resolved
CR08158,17-04-2026,Andaman and Nicobar Islands,Port Blair,Identity Theft,Medium,IT,4064334,43474,CERT-In,Investigating
CR08159,24-02-2024,Maharashtra,Nagpur,Data Breach,High,IT,3681132,17327,News,Investigating
CR08160,10-09-2024,Gujarat,Vadodara,Malware,High,Education,4158653,5172,News,Open
CR08161,02-12-2024,Chandigarh,Chandigarh,Malware,Medium,Banking,886439,29709,News,Resolved
CR08162,08-05-2026,Manipur,Imphal,Phishing,High,IT,3209051,18765,User Report,Open
CR08163,15-07-2026,Gujarat,Ahmedabad,Phishing,Medium,Corporate,329529,35248,User Report,Resolved
CR08164,07-02-2025,Jammu and Kashmir,Jammu,Malware,Medium,IT,1094669,20226,Organization,Open
CR08165,25-05-2025,Andhra Pradesh,Visakhapatnam,Identity Theft,Medium,Personal,505269,18813,News,Resolved
CR08166,30-01-2026,Andaman and Nicobar Islands,Port Blair,Malware,Medium,Corporate,3709078,22177,News,Resolved
CR08167,11-10-2024,Uttarakhand,Dehradun,Ransomware,Low,Personal,3801982,6803,CERT-In,Resolved
CR08168,25-07-2026,Sikkim,Gangtok,Identity Theft,Low,E-commerce,5508,4560,Organization,Open
CR08169,15-08-2024,Sikkim,Gangtok,Phishing,Low,Education,1020704,2725,News,Investigating
CR08170,27-03-2026,Andhra Pradesh,Vijayawada,Online Fraud,Medium,Education,4830524,39456,Organization,Investigating
CR08171,04-07-2025,Jharkhand,Ranchi,DDoS,Low,Government,1658635,28119,News,Investigating
CR08172,18-08-2024,Mizoram,Aizawl,Online Fraud,Critical,IT,4797996,37662,News,Resolved
CR08173,15-08-2024,Mizoram,Aizawl,Ransomware,High,Education,3338651,49658,User Report,Resolved
CR08174,10-06-2025,Bihar,Muzaffarpur,Online Fraud,Low,Banking,1689902,41381,News,Resolved
CR08175,01-06-2024,Delhi,New Delhi,Data Breach,Low,Healthcare,3767858,23651,News,Investigating
CR08176,22-11-2025,Madhya Pradesh,Bhopal,Data Breach,Low,Education,1014677,27679,CERT-In,Resolved
CR08177,17-10-2025,West Bengal,Siliguri,DDoS,High,Education,4046298,5002,CERT-In,Open
CR08178,04-03-2025,Chhattisgarh,Raipur,Ransomware,Low,Corporate,794364,7409,CERT-In,Investigating
CR08179,26-06-2025,Karnataka,Mysuru,Ransomware,Medium,Education,3264747,37918,News,Resolved
CR08180,21-12-2025,Sikkim,Gangtok,Identity Theft,Medium,Healthcare,3329695,28788,News,Investigating
CR08181,08-04-2025,Rajasthan,Udaipur,Malware,Critical,Education,1246301,12633,Organization,Open
CR08182,13-04-2025,Goa,Margao,Phishing,Medium,Healthcare,4725602,31795,CERT-In,Resolved
CR08183,04-08-2025,Haryana,Gurugram,Malware,Low,Corporate,4375876,12019,CERT-In,Open
CR08184,10-02-2024,Chandigarh,Chandigarh,Identity Theft,High,Personal,1277921,39812,Organization,Resolved
CR08185,03-01-2024,Arunachal Pradesh,Naharlagun,Online Fraud,Critical,Education,2076254,46273,User Report,Open
CR08186,27-01-2025,Delhi,New Delhi,Phishing,High,E-commerce,4676475,17839,Organization,Open
CR08187,15-02-2025,Puducherry,Puducherry,Malware,High,Healthcare,1871095,5423,News,Investigating
CR08188,27-01-2024,Manipur,Imphal,Ransomware,Critical,Government,685890,47078,CERT-In,Resolved
CR08189,09-08-2025,Ladakh,Leh,Identity Theft,Low,Government,1453911,34137,Organization,Resolved
CR08190,14-10-2024,Meghalaya,Shillong,DDoS,Low,Banking,1086448,27829,CERT-In,Investigating
CR08191,10-04-2024,Sikkim,Gangtok,DDoS,Low,Government,3633088,37856,CERT-In,Resolved
CR08192,03-07-2024,Delhi,New Delhi,Identity Theft,Medium,Healthcare,3731408,21569,Organization,Open
CR08193,17-04-2024,Haryana,Gurugram,Online Fraud,Low,Education,242249,9539,User Report,Resolved
CR08194,26-07-2025,Uttar Pradesh,Lucknow,Online Fraud,Medium,Corporate,187591,6669,User Report,Investigating
CR08195,13-03-2025,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Phishing,Medium,Healthcare,927314,21180,Organization,Resolved
CR08196,18-08-2025,Jammu and Kashmir,Srinagar,Malware,Critical,IT,2774852,38535,News,Open
CR08197,28-09-2025,Meghalaya,Shillong,Malware,Critical,Banking,4502510,45370,CERT-In,Open
CR08198,02-01-2026,Chhattisgarh,Raipur,Malware,Critical,Education,343516,30288,User Report,Open
CR08199,03-05-2026,Rajasthan,Jaipur,Identity Theft,Critical,IT,698726,7057,User Report,Resolved
CR08200,30-10-2025,Chhattisgarh,Bilaspur,Identity Theft,Low,IT,1226071,438,CERT-In,Open
CR08201,03-09-2024,Puducherry,Puducherry,DDoS,Low,Banking,3614822,24419,Organization,Resolved
CR08202,16-12-2025,Andaman and Nicobar Islands,Port Blair,Data Breach,Medium,IT,4813503,9239,Organization,Investigating
CR08203,02-10-2024,Maharashtra,Pune,Online Fraud,Medium,E-commerce,4454386,4826,User Report,Investigating
CR08204,23-04-2025,Haryana,Gurugram,Online Fraud,Critical,Personal,1965075,7166,Organization,Open
CR08205,28-05-2026,Madhya Pradesh,Indore,Identity Theft,Low,Healthcare,2837907,1995,User Report,Investigating
CR08206,04-10-2024,Odisha,Bhubaneswar,Identity Theft,Low,Corporate,2704020,44750,CERT-In,Open
CR08207,07-05-2024,Chandigarh,Chandigarh,Ransomware,Critical,Banking,4853717,47018,User Report,Resolved
CR08208,24-05-2025,Lakshadweep,Kavaratti,Malware,Low,IT,1709833,34625,News,Open
CR08209,21-03-2025,Madhya Pradesh,Bhopal,Identity Theft,Medium,Healthcare,1125374,49907,Organization,Open
CR08210,02-04-2025,Himachal Pradesh,Dharamshala,Identity Theft,High,Corporate,275750,31614,Organization,Open
CR08211,20-01-2025,Dadra and Nagar Haveli and Daman and Diu,Daman,DDoS,Medium,Education,4825196,41193,User Report,Resolved
CR08212,09-01-2025,Gujarat,Vadodara,DDoS,Critical,Corporate,2384265,15839,Organization,Investigating
CR08213,08-04-2025,Arunachal Pradesh,Itanagar,Identity Theft,Medium,Personal,1163955,36669,Organization,Resolved
CR08214,25-09-2025,Bihar,Muzaffarpur,Online Fraud,High,Education,3619119,30073,CERT-In,Investigating
CR08215,11-01-2025,Tamil Nadu,Chennai,Phishing,Medium,Education,4856169,3244,User Report,Resolved
CR08216,11-02-2026,Sikkim,Gangtok,Data Breach,Low,Healthcare,1956617,35999,Organization,Resolved
CR08217,02-05-2024,Mizoram,Aizawl,Ransomware,High,Corporate,2786241,24052,Organization,Investigating
CR08218,10-07-2025,Punjab,Chandigarh,Online Fraud,Low,Corporate,1477844,25816,CERT-In,Investigating
CR08219,24-01-2026,Rajasthan,Udaipur,Online Fraud,Medium,E-commerce,2996003,20640,CERT-In,Investigating
CR08220,12-05-2024,Himachal Pradesh,Dharamshala,Phishing,Low,Healthcare,1567811,29648,News,Open
CR08221,02-07-2026,Madhya Pradesh,Bhopal,Identity Theft,Low,Education,829311,33426,News,Open
CR08222,26-05-2026,Kerala,Kozhikode,Data Breach,Critical,IT,1300911,23370,CERT-In,Resolved
CR08223,06-01-2024,Tripura,Agartala,Data Breach,Low,Education,4198089,2757,CERT-In,Resolved
CR08224,29-09-2024,Ladakh,Leh,DDoS,Medium,IT,448990,14779,News,Open
CR08225,10-11-2025,Jammu and Kashmir,Jammu,Identity Theft,Critical,IT,181200,8310,News,Resolved
CR08226,02-04-2025,Jharkhand,Jamshedpur,Phishing,Low,IT,575164,6629,News,Open
CR08227,31-08-2024,Arunachal Pradesh,Naharlagun,Online Fraud,Critical,Banking,2562399,5625,News,Open
CR08228,13-03-2024,Kerala,Kochi,DDoS,Critical,Education,4801885,28075,Organization,Investigating
CR08229,24-02-2026,Meghalaya,Shillong,Ransomware,Critical,Education,2374780,9178,CERT-In,Investigating
CR08230,07-09-2025,Dadra and Nagar Haveli and Daman and Diu,Daman,Online Fraud,Medium,Healthcare,4272003,17281,News,Resolved
CR08231,02-02-2025,Uttar Pradesh,Noida,DDoS,Critical,Healthcare,1561276,6071,Organization,Resolved
CR08232,16-11-2024,Puducherry,Puducherry,Online Fraud,Low,Banking,3825618,48077,User Report,Open
CR08233,25-07-2024,Tamil Nadu,Madurai,Ransomware,High,Banking,4711148,34581,CERT-In,Investigating
CR08234,25-01-2024,Uttarakhand,Dehradun,Data Breach,Critical,Banking,3232428,20720,Organization,Investigating
CR08235,25-03-2026,Jharkhand,Jamshedpur,Identity Theft,Low,Government,4742352,10824,User Report,Investigating
CR08236,24-07-2024,Tripura,Agartala,Ransomware,High,Government,2661886,27305,User Report,Resolved
CR08237,03-05-2025,Rajasthan,Jaipur,Identity Theft,Medium,E-commerce,6570,28931,User Report,Investigating
CR08238,01-08-2025,Bihar,Patna,Malware,Critical,Banking,4803330,7327,User Report,Investigating
CR08239,30-01-2025,Gujarat,Rajkot,DDoS,Critical,Personal,2851468,6097,News,Open
CR08240,20-06-2024,West Bengal,Kolkata,Ransomware,Low,Education,3826399,18941,Organization,Open
CR08241,11-03-2025,Arunachal Pradesh,Itanagar,Phishing,Medium,IT,1846670,36673,User Report,Investigating
CR08242,17-09-2025,Uttar Pradesh,Kanpur,DDoS,High,Banking,693110,379,News,Open
CR08243,23-07-2025,Mizoram,Aizawl,Ransomware,High,Corporate,1340764,5258,User Report,Investigating
CR08244,03-02-2025,Odisha,Cuttack,Ransomware,High,E-commerce,3759987,39201,News,Investigating
CR08245,06-07-2025,Chhattisgarh,Bilaspur,Online Fraud,High,Personal,4994400,29752,User Report,Open
CR08246,05-05-2024,Uttar Pradesh,Varanasi,Malware,Medium,Healthcare,601560,31859,Organization,Investigating
CR08247,29-01-2024,Gujarat,Vadodara,DDoS,Critical,Healthcare,2473927,25502,User Report,Open
CR08248,22-06-2025,Manipur,Imphal,Phishing,Medium,Healthcare,4714098,45877,Organization,Open
CR08249,07-09-2025,Himachal Pradesh,Shimla,Online Fraud,High,Education,2931907,38917,User Report,Open
CR08250,11-01-2024,Telangana,Hyderabad,DDoS,Low,Corporate,736980,19343,Organization,Open
CR08251,09-06-2026,Telangana,Warangal,Ransomware,Medium,Personal,2301483,9893,Organization,Investigating
CR08252,05-05-2024,Tamil Nadu,Coimbatore,Online Fraud,Critical,E-commerce,901908,38729,User Report,Open
CR08253,21-11-2024,Rajasthan,Jaipur,Online Fraud,Medium,Personal,3121423,26322,News,Resolved
CR08254,28-02-2024,Ladakh,Leh,Data Breach,Low,Government,2910571,11677,User Report,Investigating
CR08255,02-02-2024,Madhya Pradesh,Gwalior,Phishing,Low,Personal,874384,16139,Organization,Open
CR08256,26-02-2026,Andaman and Nicobar Islands,Port Blair,Ransomware,Low,IT,895697,47984,CERT-In,Resolved
CR08257,19-08-2025,Assam,Dibrugarh,Malware,High,IT,536217,18554,News,Investigating
CR08258,12-01-2025,Chhattisgarh,Bilaspur,Malware,Critical,Government,2364922,42021,CERT-In,Open
CR08259,02-04-2025,Puducherry,Puducherry,Identity Theft,Low,Healthcare,4984206,40360,Organization,Open
CR08260,08-08-2024,Tripura,Agartala,DDoS,Critical,Healthcare,3662993,30308,Organization,Resolved
CR08261,31-07-2025,Himachal Pradesh,Dharamshala,Malware,Critical,Corporate,3624007,13302,Organization,Open
CR08262,10-07-2024,Punjab,Ludhiana,Data Breach,Critical,Personal,2021257,17875,News,Open
CR08263,15-05-2026,Chhattisgarh,Raipur,Online Fraud,Medium,Corporate,3241522,39815,CERT-In,Resolved
CR08264,09-03-2024,Kerala,Kozhikode,Ransomware,High,Education,2492014,18771,Organization,Resolved
CR08265,18-12-2025,Telangana,Hyderabad,Phishing,Critical,Healthcare,3452167,43497,CERT-In,Resolved
CR08266,15-05-2024,Lakshadweep,Kavaratti,Online Fraud,Medium,Government,2854293,12117,CERT-In,Investigating
CR08267,15-11-2024,Maharashtra,Mumbai,Ransomware,Critical,Government,3073226,15663,News,Investigating
CR08268,01-02-2026,Chandigarh,Chandigarh,Malware,Low,IT,626612,38891,CERT-In,Resolved
CR08269,17-03-2026,Andaman and Nicobar Islands,Port Blair,Phishing,Low,E-commerce,344683,19270,Organization,Open
CR08270,04-07-2025,Ladakh,Leh,Phishing,High,Government,4254062,6000,User Report,Resolved
CR08271,13-09-2024,Nagaland,Kohima,Malware,High,Banking,1880513,7463,User Report,Open
CR08272,06-11-2025,Tamil Nadu,Coimbatore,Ransomware,Low,Banking,2028069,9521,Organization,Open
CR08273,18-03-2025,Arunachal Pradesh,Naharlagun,Identity Theft,High,Government,2788253,22612,User Report,Investigating
CR08274,16-04-2025,Meghalaya,Shillong,Ransomware,Medium,Healthcare,2349294,17023,News,Investigating
CR08275,22-04-2025,Assam,Silchar,Malware,Critical,Personal,3784698,19573,Organization,Open
CR08276,06-07-2024,Maharashtra,Mumbai,Data Breach,Critical,Government,2819723,9579,CERT-In,Investigating
CR08277,09-10-2024,Lakshadweep,Kavaratti,DDoS,High,Corporate,966405,45949,User Report,Open
CR08278,06-05-2025,Goa,Margao,Data Breach,High,E-commerce,811059,15893,CERT-In,Open
CR08279,07-01-2026,Tamil Nadu,Chennai,Online Fraud,High,Corporate,3687857,29864,News,Resolved
CR08280,30-10-2024,Kerala,Thiruvananthapuram,Data Breach,High,Healthcare,1193840,27389,User Report,Open
CR08281,16-01-2025,Uttarakhand,Haridwar,Ransomware,Low,Education,1056181,2457,User Report,Resolved
CR08282,10-07-2024,Gujarat,Ahmedabad,Data Breach,Critical,Corporate,3224496,37454,News,Resolved
CR08283,20-03-2025,Himachal Pradesh,Shimla,Ransomware,Medium,E-commerce,2957324,48415,CERT-In,Resolved
CR08284,08-08-2025,Arunachal Pradesh,Naharlagun,Online Fraud,High,Corporate,3366987,43813,User Report,Open
CR08285,06-05-2026,Chhattisgarh,Raipur,Data Breach,Critical,Banking,4445773,38491,CERT-In,Open
CR08286,11-04-2026,Chandigarh,Chandigarh,Phishing,Critical,Banking,2544982,26904,Organization,Investigating
CR08287,03-05-2024,Andhra Pradesh,Guntur,DDoS,Critical,E-commerce,224966,36860,News,Resolved
CR08288,26-05-2025,Assam,Dibrugarh,Identity Theft,Medium,Education,1633353,28131,Organization,Open
CR08289,22-05-2025,Meghalaya,Shillong,Phishing,High,IT,4760318,1036,Organization,Investigating
CR08290,05-06-2025,Odisha,Bhubaneswar,Online Fraud,Critical,Healthcare,137562,9469,News,Open
CR08291,10-06-2024,Dadra and Nagar Haveli and Daman and Diu,Daman,Online Fraud,Low,Corporate,2653617,9904,News,Investigating
CR08292,01-03-2024,Maharashtra,Nagpur,DDoS,Medium,IT,4348598,41781,User Report,Open
CR08293,01-03-2025,Puducherry,Puducherry,Identity Theft,High,E-commerce,3191400,34277,Organization,Investigating
